wine number,date,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,color
4202,2023-07-31,7.5,0.22,0.33,6.7,0.036,45,138,0.9939,3.2,0.68,11.4,neutral,white
4203,2022-06-13,12.4,0.49,0.58,3,0.103,28,99,1.0008,3.16,1,11.5,neutral,red
4204,2024-04-26,7.7,0.42,0.38,8.1,0.061,49,144,0.9966,3.4,0.58,11,neutral,white
4205,2023-05-11,8.8,0.61,0.19,4,0.094,30,69,0.99787,3.22,0.5,10,neutral,red
4206,2024-02-16,8.6,0.18,0.28,0.8,0.032,25,78,0.99104,2.99,0.38,11.1,slightly dissatisfied,white
4207,2023-10-25,6.6,0.23,0.27,5.6,0.043,43,164,0.9953,3.27,0.76,9.5,slightly dissatisfied,white
4208,2022-10-05,6.8,0.28,0.36,7,0.043,60,207,0.99556,3.16,0.49,9.6,neutral,white
4209,2024-09-16,6.4,0.24,0.49,5.8,0.053,25,120,0.9942,3.01,0.98,10.5,neutral,white
4210,2022-01-11,5.9,0.34,0.22,2.4,0.03,19,135,0.9894,3.41,0.78,13.9,slightly satisfied,white
4211,2023-07-23,6.5,0.13,0.37,1,0.036,48,114,0.9911,3.41,0.51,11.5,moderately satisfied,white
4212,2023-01-26,6.7,0.33,0.49,1.6,0.167,20,94,0.9914,3.11,0.5,11.4,neutral,white
4213,2023-04-03,6.4,0.22,0.3,11.2,0.046,53,149,0.99479,3.21,0.34,10.8,slightly dissatisfied,white
4214,2023-10-09,5.1,0.51,0.18,2.1,0.042,16,101,0.9924,3.46,0.87,12.9,slightly satisfied,red
4215,2024-06-07,9.9,1.005,0.46,1.4,0.046,34,185,0.9966,3.02,0.49,10.2,moderately dissatisfied,white
4216,2024-01-14,6.9,0.35,0.74,1,0.044,18,132,0.992,3.13,0.55,10.2,slightly dissatisfied,white
4217,2023-07-10,6.1,0.16,0.24,1.4,0.046,17,77,0.99319,3.66,0.57,10.3,neutral,white
4218,2022-06-30,11.5,0.18,0.51,4,0.104,4,23,0.9996,3.28,0.97,10.1,neutral,red
4219,2022-05-14,7.2,0.19,0.46,3.8,0.041,82,187,0.9932,3.19,0.6,11.2,slightly satisfied,white
4220,2022-07-02,6,0.67,0.07,1.2,0.06,9,108,0.9931,3.11,0.35,8.7,moderately dissatisfied,white
4221,2024-10-16,6.2,0.55,0.45,12,0.049,27,186,0.9974,3.17,0.5,9.3,neutral,white
4222,2024-01-03,5.8,0.28,0.27,2.6,0.054,30,156,0.9914,3.53,0.42,12.4,slightly dissatisfied,white
4223,2023-06-30,7.6,0.2,0.31,1.4,0.047,41,142,0.9934,3.43,0.53,10.1,neutral,white
4224,2023-05-15,9,0.29,0.34,12.1,0.03,34,177,0.99706,3.13,0.47,10.6,slightly dissatisfied,white
4225,2023-10-02,7.4,0.2,0.36,1.2,0.038,44,111,0.9926,3.36,0.34,9.9,neutral,white
4226,2024-08-18,5.3,0.23,0.56,0.9,0.041,46,141,0.99119,3.16,0.62,9.7,slightly dissatisfied,white
4227,2024-01-07,6,0.32,0.33,9.9,0.032,22,90,0.99258,3.1,0.43,12.1,slightly satisfied,white
4228,2023-02-17,7.6,0.23,0.64,12.9,0.033,54,170,0.998,3,0.53,8.8,slightly dissatisfied,white
4229,2023-10-11,7.2,0.24,0.27,11.4,0.034,40,174,0.99773,3.2,0.44,9,slightly dissatisfied,white
4230,2024-10-01,8,0.83,0.27,2,0.08,11,63,0.99652,3.29,0.48,9.8,moderately dissatisfied,red
4231,2024-06-18,5.6,0.32,0.33,7.4,0.037,25,95,0.99268,3.25,0.49,11.1,neutral,white
4232,2023-10-16,6.5,0.88,0.03,5.6,0.079,23,47,0.99572,3.58,0.5,11.2,moderately dissatisfied,red
4233,2024-09-17,5.4,0.22,0.35,6.5,0.029,26,87,0.99092,3.29,0.44,12.5,slightly satisfied,white
4234,2023-09-06,9.9,0.4,0.53,6.7,0.097,6,19,0.9986,3.27,0.82,11.7,slightly satisfied,red
4235,2024-06-07,8,0.62,0.33,2.7,0.088,16,37,0.9972,3.31,0.58,10.7,neutral,red
4236,2022-01-26,9.4,0.17,0.55,1.6,0.049,14,94,0.9949,3.02,0.61,10.3,neutral,white
4237,2022-04-20,7.2,0.4,0.49,1.1,0.048,11,138,0.9929,3.01,0.42,9.3,slightly dissatisfied,white
4238,2023-04-12,7.2,0.26,0.74,13.6,0.05,56,162,0.998,3.03,0.44,8.8,slightly dissatisfied,white
4239,2022-08-31,7.3,0.26,0.31,1.6,0.04,39,173,0.9918,3.19,0.51,11.4,neutral,white
4240,2022-06-09,6.7,0.48,0.49,2.9,0.03,28,122,0.98926,3.13,0.4,13,neutral,white
4241,2023-04-20,7.5,0.32,0.49,1.7,0.031,44,109,0.9906,3.07,0.46,12.5,neutral,white
4242,2022-01-02,8.9,0.48,0.24,2.85,0.094,35,106,0.9982,3.1,0.53,9.2,slightly dissatisfied,red
4243,2022-09-11,6.4,0.29,0.57,1,0.06,15,120,0.9924,3.06,0.41,9.5,slightly dissatisfied,white
4244,2022-09-11,6.3,0.28,0.22,11.5,0.036,27,150,0.99445,3,0.33,10.6,neutral,white
4245,2023-07-07,9.9,0.54,0.45,2.3,0.071,16,40,0.9991,3.39,0.62,9.4,slightly dissatisfied,red
4246,2023-01-17,7.2,0.25,0.39,18.95,0.038,42,155,0.9999,2.97,0.47,9,neutral,white
4247,2022-07-23,7.4,0.18,0.36,13.1,0.056,72,163,1,3.42,0.35,9.1,neutral,white
4248,2024-11-02,7,0.18,0.49,5.3,0.04,34,125,0.9914,3.24,0.4,12.2,neutral,white
4249,2022-03-02,7.2,0.32,0.4,8.7,0.038,45,154,0.99568,3.2,0.47,10.4,neutral,white
4250,2022-02-14,8.7,0.7,0.24,2.5,0.226,5,15,0.9991,3.32,0.6,9,neutral,red
4251,2023-05-13,7.5,0.19,0.34,2.6,0.037,33,125,0.9923,3.1,0.49,11.1,slightly satisfied,white
4252,2022-07-07,7.4,0.44,0.2,11.5,0.049,44,157,0.998,3.27,0.44,9,slightly dissatisfied,white
4253,2023-12-08,6.2,0.35,0.29,3.9,0.041,22,79,0.99005,3.1,0.59,12.06666667,neutral,white
4254,2024-06-08,10,0.32,0.59,2.2,0.077,3,15,0.9994,3.2,0.78,9.6,slightly dissatisfied,red
4255,2022-11-07,6.8,0.67,0.02,1.8,0.05,5,11,0.9962,3.48,0.52,9.5,slightly dissatisfied,red
4256,2022-07-09,7.2,0.38,0.31,2,0.056,15,29,0.99472,3.23,0.76,11.3,moderately satisfied,red
4257,2023-03-25,6.4,0.31,0.4,6.2,0.04,46,169,0.9953,3.15,0.46,9.3,neutral,white
4258,2024-03-27,8.3,0.24,0.27,2.1,0.03,22,162,0.9914,2.99,0.68,11.9,neutral,white
4259,2023-07-14,6.1,0.38,0.15,1.8,0.072,6,19,0.9955,3.42,0.57,9.4,slightly dissatisfied,red
4260,2024-09-04,6.4,0.46,0.08,4.9,0.046,34,144,0.99445,3.1,0.56,10,slightly dissatisfied,white
4261,2023-09-14,8.5,0.28,0.34,13.8,0.041,32,161,0.9981,3.13,0.4,9.9,neutral,white
4262,2022-06-18,6.2,0.16,0.34,1.7,0.038,85,153,0.9909,3.33,0.86,12,slightly satisfied,white
4263,2022-06-25,5.9,0.22,0.29,4.2,0.037,69,144,0.99214,3.13,0.74,10.8,slightly satisfied,white
4264,2024-10-31,7.3,0.24,0.34,7.5,0.048,29,152,0.9962,3.1,0.54,9,slightly dissatisfied,white
4265,2024-05-22,12.8,0.3,0.74,2.6,0.095,9,28,0.9994,3.2,0.77,10.8,slightly satisfied,red
4266,2023-03-17,5.6,0.19,0.26,1.4,0.03,12,76,0.9905,3.25,0.37,10.9,slightly satisfied,white
4267,2022-10-13,6.6,0.22,0.28,12.05,0.058,25,125,0.99856,3.45,0.45,9.4,slightly dissatisfied,white
4268,2024-01-25,7.7,0.44,0.24,11.2,0.031,41,167,0.9948,3.12,0.43,11.3,slightly satisfied,white
4269,2023-12-10,7,0.58,0.12,1.9,0.091,34,124,0.9956,3.44,0.48,10.5,slightly dissatisfied,red
4270,2024-04-27,7.5,1.115,0.1,3.1,0.086,5,12,0.9958,3.54,0.6,11.2,moderately dissatisfied,red
4271,2024-02-17,6.9,0.19,0.33,1.6,0.043,63,149,0.9925,3.44,0.52,10.8,slightly dissatisfied,white
4272,2023-08-29,7.8,0.4,0.49,7.8,0.06,34,162,0.9966,3.26,0.58,11.3,neutral,white
4273,2023-11-25,7.9,0.18,0.4,1.8,0.062,7,20,0.9941,3.28,0.7,11.1,slightly dissatisfied,red
4274,2022-07-24,8.1,0.78,0.23,2.6,0.059,5,15,0.997,3.37,0.56,11.3,slightly dissatisfied,red
4275,2022-06-24,7.5,0.32,0.49,1.7,0.031,44,109,0.9906,3.07,0.46,12.5,neutral,white
4276,2024-06-18,5.7,0.26,0.3,1.8,0.039,30,105,0.98995,3.48,0.52,12.5,slightly satisfied,white
4277,2024-05-15,6.6,0.23,0.3,4.6,0.06,29,154,0.99142,3.23,0.49,12.2,moderately satisfied,white
4278,2022-11-20,8.2,0.23,0.42,1.9,0.069,9,17,0.99376,3.21,0.54,12.3,neutral,red
4279,2023-04-02,10,0.59,0.31,2.2,0.09,26,62,0.9994,3.18,0.63,10.2,neutral,red
4280,2023-12-23,7.4,0.34,0.28,12.1,0.049,31,149,0.99677,3.22,0.49,10.3,slightly dissatisfied,white
4281,2022-05-26,7,0.23,0.28,2.7,0.053,16,92,0.99372,3.18,0.56,9.3,slightly dissatisfied,white
4282,2023-05-11,6.8,0.2,0.38,4.7,0.04,27,103,0.994,3.37,0.58,10.7,neutral,white
4283,2024-05-10,12.5,0.37,0.55,2.6,0.083,25,68,0.9995,3.15,0.82,10.4,neutral,red
4284,2023-11-26,11.2,0.66,0.24,2.5,0.085,16,53,0.9993,3.06,0.72,11,neutral,red
4285,2023-05-02,6.5,0.43,0.28,11.25,0.032,31,87,0.9922,3.02,0.38,12.4,neutral,white
4286,2023-11-10,7.6,0.43,0.29,2.1,0.075,19,66,0.99718,3.4,0.64,9.5,slightly dissatisfied,red
4287,2023-07-16,6.4,0.27,0.45,8.3,0.05,52,196,0.9955,3.18,0.48,9.5,slightly dissatisfied,white
4288,2022-11-12,6.2,0.31,0.21,6.3,0.041,50,218,0.9941,3.15,0.6,10,slightly dissatisfied,white
4289,2024-07-08,7.3,0.31,0.69,10.2,0.041,58,160,0.9977,3.06,0.45,8.6,slightly dissatisfied,white
4290,2022-11-08,8.9,0.29,0.35,1.9,0.067,25,57,0.997,3.18,1.36,10.3,neutral,red
4291,2022-11-27,5.8,0.27,0.27,12.3,0.045,55,170,0.9972,3.28,0.42,9.3,neutral,white
4292,2022-12-27,9,0.82,0.14,2.6,0.089,9,23,0.9984,3.39,0.63,9.8,slightly dissatisfied,red
4293,2023-12-24,7.1,0.13,0.29,15.5,0.064,56,115.5,0.99737,3.16,0.41,9.7,slightly satisfied,white
4294,2024-05-05,8.1,0.17,0.44,14.1,0.053,43,145,1.0006,3.28,0.75,8.8,moderately satisfied,white
4295,2022-08-19,7.1,0.26,0.19,8.2,0.051,53,187,0.996,3.16,0.52,9.7,slightly dissatisfied,white
4296,2023-04-10,6.1,0.3,0.56,2.7,0.046,46,184,0.9924,3.31,0.57,10.9,neutral,white
4297,2023-09-12,7,0.2,0.38,8.1,0.05,42,173,0.99585,3.3,0.54,9.8,neutral,white
4298,2024-04-26,7.5,0.31,0.51,14.8,0.039,62,204,0.9982,3.06,0.6,9.5,slightly dissatisfied,white
4299,2022-03-17,6.6,0.26,0.27,11.8,0.048,28,112,0.99606,2.87,0.49,9.7,neutral,white
4300,2024-10-21,5.9,0.62,0.28,3.5,0.039,55,152,0.9907,3.44,0.44,12,neutral,white
4301,2024-04-14,7.6,0.4,0.27,1.2,0.053,23,193,0.99164,3.22,0.38,11.6,slightly dissatisfied,white
4302,2023-04-22,6.7,0.45,0.3,5.3,0.036,27,165,0.99122,3.12,0.46,12.2,neutral,white
4303,2023-11-28,7.2,0.29,0.4,13.6,0.045,66,231,0.9977,3.08,0.59,9.6,neutral,white
4304,2023-07-18,6.7,0.34,0.31,16.4,0.051,20,146,0.99834,3.06,0.54,9.1,slightly dissatisfied,white
4305,2023-09-04,7.8,0.5,0.09,2.2,0.115,10,42,0.9971,3.18,0.62,9.5,slightly dissatisfied,red
4306,2024-01-01,8.4,0.31,0.31,0.95,0.021,52,148,0.99038,2.93,0.32,11.5,slightly dissatisfied,white
4307,2024-06-16,7.1,0.2,0.31,6.85,0.053,32,211,0.99587,3.31,0.59,10.4,neutral,white
4308,2023-04-29,10.7,0.22,0.56,8.2,0.044,37,181,0.998,2.87,0.68,9.5,neutral,white
4309,2024-07-17,8.5,0.22,0.34,0.7,0.04,5,25,0.9918,3.04,0.37,10.5,moderately dissatisfied,white
4310,2023-10-27,10.1,0.65,0.37,5.1,0.11,11,65,1.0026,3.32,0.64,10.4,neutral,red
4311,2023-03-30,7.6,0.15,0.4,1.3,0.036,24,112,0.9932,3.14,0.76,10,slightly dissatisfied,white
4312,2023-12-21,5.7,0.25,0.27,11.5,0.04,24,120,0.99411,3.33,0.31,10.8,neutral,white
4313,2023-08-04,6.8,0.29,0.16,1.4,0.038,122.5,234.5,0.9922,3.15,0.47,10,moderately dissatisfied,white
4314,2023-12-19,6.8,0.28,0.29,11.9,0.052,51,149,0.99544,3.02,0.58,10.4,neutral,white
4315,2023-10-17,6.8,0.46,0.26,2.7,0.042,28,83,0.99114,3.38,0.51,12,moderately satisfied,white
4316,2024-08-31,7.3,0.26,0.33,17.85,0.049,41.5,195,1,3.06,0.44,9.1,slightly satisfied,white
4317,2023-11-28,7.1,0.36,0.28,2.4,0.036,35,115,0.98936,3.19,0.44,13.5,slightly satisfied,white
4318,2022-10-31,7,0.21,0.31,6,0.046,29,108,0.9939,3.26,0.5,10.8,neutral,white
4319,2024-11-06,7.7,0.44,0.24,11.2,0.031,41,167,0.9948,3.12,0.43,11.3,slightly satisfied,white
4320,2022-10-13,6.1,0.27,0.32,1.1,0.034,24,110,0.9898,3.36,0.4,12.5,neutral,white
4321,2022-03-02,6.5,0.22,0.25,17.1,0.05,44,138,1.0001,3.3,0.37,8.8,slightly dissatisfied,white
4322,2022-02-13,6.6,0.325,0.49,7.7,0.049,53,217,0.996,3.16,0.4,9.3,slightly dissatisfied,white
4323,2022-08-21,6.3,0.19,0.32,2.8,0.046,18,80,0.99043,2.92,0.47,11.05,neutral,white
4324,2023-07-22,7.4,0.785,0.19,5.2,0.094,19,98,0.99713,3.16,0.52,9.6,neutral,red
4325,2024-02-11,7.2,0.63,0,1.9,0.097,14,38,0.99675,3.37,0.58,9,neutral,red
4326,2023-11-19,7.6,0.51,0.15,2.8,0.11,33,73,0.9955,3.17,0.63,10.2,neutral,red
4327,2024-09-26,7.8,0.21,0.27,1.2,0.051,20,89,0.9936,3.06,0.46,9.1,slightly dissatisfied,white
4328,2023-06-15,7.5,0.27,0.31,5.8,0.057,131,313,0.9946,3.18,0.59,10.5,slightly dissatisfied,white
4329,2023-02-19,6.4,0.28,0.23,6,0.051,50,162,0.994,3.15,0.52,10.2,slightly dissatisfied,white
4330,2023-03-05,7,0.31,0.26,7.4,0.069,28,160,0.9954,3.13,0.46,9.8,neutral,white
4331,2024-10-01,6.2,0.28,0.28,4.3,0.026,22,105,0.989,2.98,0.64,13.1,moderately satisfied,white
4332,2023-04-30,8.4,0.2,0.31,2.8,0.054,16,89,0.99416,2.96,0.45,9.5,neutral,white
4333,2024-02-01,7,0.36,0.32,10.05,0.045,37,131,0.99352,3.09,0.33,11.7,moderately satisfied,white
4334,2024-04-21,6.4,0.15,0.4,1.3,0.053,61,146,0.99112,3.17,0.68,11,neutral,white
4335,2023-09-13,6.8,0.24,0.49,19.3,0.057,55,247,1.00055,3,0.56,8.7,slightly dissatisfied,white
4336,2022-08-25,7.2,0.38,0.3,1.8,0.073,31,70,0.99685,3.42,0.59,9.5,neutral,red
4337,2023-08-09,5.9,0.32,0.33,2.1,0.027,35,138,0.98945,3.37,0.42,12.7,neutral,white
4338,2024-10-09,9.9,0.35,0.41,2.3,0.083,11,61,0.9982,3.21,0.5,9.5,slightly dissatisfied,red
4339,2024-07-01,7.8,0.29,0.36,7,0.042,38,161,0.9941,3.26,0.37,11.2,moderately satisfied,white
4340,2024-10-05,7.9,0.46,0.32,4.1,0.033,40,138,0.9912,3.18,0.44,12.8,slightly satisfied,white
4341,2022-01-31,8.2,0.39,0.38,1.5,0.058,10,29,0.9962,3.26,0.74,9.8,slightly dissatisfied,red
4342,2022-09-03,6,0.28,0.27,2.3,0.051,23,147,0.994,3.23,0.67,10.3,neutral,white
4343,2024-07-01,6.1,0.27,0.31,1.5,0.035,17,83,0.99076,3.32,0.44,11.1,slightly satisfied,white
4344,2023-05-14,9.9,0.74,0.19,5.8,0.111,33,76,0.99878,3.14,0.55,9.4,slightly dissatisfied,red
4345,2022-06-14,7.1,0.46,0.23,13.7,0.045,44,192,0.9981,3.11,0.53,9.4,slightly dissatisfied,white
4346,2023-10-24,6.8,0.26,0.43,11.75,0.045,53,198,0.9969,3.26,0.55,9.5,slightly dissatisfied,white
4347,2022-11-18,6.8,0.18,0.28,1.1,0.027,32,112,0.99089,3.15,0.45,11,slightly satisfied,white
4348,2022-10-05,6.3,0.22,0.43,4.55,0.038,31,130,0.9918,3.35,0.33,11.5,slightly satisfied,white
4349,2022-03-09,8,0.38,0.06,1.8,0.078,12,49,0.99625,3.37,0.52,9.9,neutral,red
4350,2024-11-01,6.3,0.27,0.25,5.8,0.038,52,155,0.995,3.28,0.38,9.4,neutral,white
4351,2022-03-20,8.3,0.42,0.38,2.5,0.094,24,60,0.9979,3.31,0.7,10.8,neutral,red
4352,2024-08-12,6.6,0.63,0,4.3,0.093,51,77.5,0.99558,3.2,0.45,9.5,slightly dissatisfied,red
4353,2023-03-07,7.1,0.18,0.42,1.4,0.045,47,157,0.9916,2.95,0.31,10.5,neutral,white
4354,2022-06-22,6,0.25,0.4,5.7,0.052,56,152,0.99398,3.16,0.88,10.5,neutral,white
4355,2022-12-01,5.1,0.33,0.22,1.6,0.027,18,89,0.9893,3.51,0.38,12.5,slightly satisfied,white
4356,2023-10-21,6.4,0.22,0.34,1.4,0.023,56,115,0.98958,3.18,0.7,11.7,neutral,white
4357,2024-01-24,6,0.64,0.05,1.9,0.066,9,17,0.99496,3.52,0.78,10.6,slightly dissatisfied,red
4358,2024-10-19,6.8,0.3,0.27,11.6,0.028,22,97,0.99314,2.96,0.38,11.7,neutral,white
4359,2023-07-21,6.9,0.27,0.49,23.5,0.057,59,235,1.0024,2.98,0.47,8.6,slightly dissatisfied,white
4360,2023-09-22,6,0.34,0.66,15.9,0.046,26,164,0.9979,3.14,0.5,8.8,neutral,white
4361,2022-09-02,7.3,0.2,0.29,19.5,0.039,69,237,1.00037,3.1,0.48,9.2,neutral,white
4362,2023-09-08,8.6,0.52,0.38,1.5,0.096,5,18,0.99666,3.2,0.52,9.4,slightly dissatisfied,red
4363,2024-02-25,7,0.13,0.3,5,0.056,31,122,0.9945,3.47,0.42,10.5,neutral,white
4364,2022-08-07,6.7,0.21,0.37,2.5,0.034,35,89,0.9913,3.25,0.5,11,slightly satisfied,white
4365,2022-07-25,5.7,0.43,0.3,5.7,0.039,24,98,0.992,3.54,0.61,12.3,slightly satisfied,white
4366,2023-10-03,7.5,0.22,0.32,2.4,0.045,29,100,0.99135,3.08,0.6,11.3,slightly satisfied,white
4367,2023-09-22,6.4,0.69,0.09,7.6,0.044,34,144,0.9948,3.26,0.38,10.1,neutral,white
4368,2022-03-13,5.4,0.74,0,1.2,0.041,16,46,0.99258,4.01,0.59,12.5,neutral,red
4369,2023-03-26,6,0.51,0,2.1,0.064,40,54,0.995,3.54,0.93,10.7,neutral,red
4370,2024-09-29,6,0.5,0.04,2.2,0.092,13,26,0.99647,3.46,0.47,10,slightly dissatisfied,red
4371,2024-08-20,7.3,0.155,0.49,1.3,0.039,34,136,0.9926,3.14,0.77,10.5,neutral,white
4372,2024-07-08,6.7,0.75,0.12,2,0.086,12,80,0.9958,3.38,0.52,10.1,slightly dissatisfied,red
4373,2023-11-12,6.9,0.41,0.33,2.2,0.081,22,36,0.9949,3.41,0.75,11.1,neutral,red
4374,2024-04-15,6.9,0.25,0.3,4.1,0.054,23,116,0.994,2.99,0.38,9.4,neutral,white
4375,2023-07-11,6,0.19,0.26,12.4,0.048,50,147,0.9972,3.3,0.36,8.9,neutral,white
4376,2023-06-12,7.7,0.25,0.43,4.5,0.062,20,115,0.9966,3.38,0.5,9.9,neutral,white
4377,2024-09-24,7.2,0.35,0.26,1.8,0.083,33,75,0.9968,3.4,0.58,9.5,neutral,red
4378,2024-05-10,6.5,0.315,0.2,6.6,0.041,9,126,0.99494,2.94,0.51,8.8,slightly dissatisfied,white
4379,2023-02-04,6.1,0.18,0.38,2.3,0.033,28,111,0.98962,3.16,0.49,12.4,neutral,white
4380,2024-03-04,7.6,0.54,0.13,2.5,0.097,24,66,0.99785,3.39,0.61,9.4,slightly dissatisfied,red
4381,2023-04-16,8.9,0.75,0.14,2.5,0.086,9,30,0.99824,3.34,0.64,10.5,slightly dissatisfied,red
4382,2024-03-10,6.5,0.33,0.3,3.8,0.036,34,88,0.99028,3.25,0.63,12.5,slightly satisfied,white
4383,2024-03-28,5.6,0.27,0.37,0.9,0.025,11,49,0.98845,3.29,0.33,13.1,neutral,white
4384,2022-01-15,6.7,0.26,0.29,7.1,0.036,28,100,0.99534,3.08,0.36,9.3,neutral,white
4385,2024-12-09,7.8,0.26,0.49,3.2,0.027,28,87,0.9919,3.03,0.32,11.3,slightly satisfied,white
4386,2022-10-06,7.6,0.22,0.34,9.7,0.035,26,143,0.9965,3.08,0.49,9.8,neutral,white
4387,2023-08-06,13.2,0.46,0.52,2.2,0.071,12,35,1.0006,3.1,0.56,9,neutral,red
4388,2024-10-18,8.1,0.82,0,4.1,0.095,5,14,0.99854,3.36,0.53,9.6,slightly dissatisfied,red
4389,2023-05-19,6.7,0.27,0.31,15.7,0.036,44,179,0.9979,3.26,0.56,9.6,slightly dissatisfied,white
4390,2022-06-07,7,0.21,0.28,8.7,0.045,37,222,0.9954,3.25,0.54,10.4,neutral,white
4391,2024-06-17,6.3,0.29,0.14,7.05,0.045,50,177,0.99564,3.23,0.42,9,slightly dissatisfied,white
4392,2022-04-30,6.3,0.27,0.37,7.9,0.047,58,215,0.99542,3.19,0.48,9.5,neutral,white
4393,2024-09-02,6.6,0.24,0.28,1.8,0.028,39,132,0.99182,3.34,0.46,11.4,slightly dissatisfied,white
4394,2023-08-30,6.8,0.25,0.24,4.55,0.053,41,211,0.9955,3.37,0.67,9.5,neutral,white
4395,2022-02-16,9.3,0.655,0.26,2,0.096,5,35,0.99738,3.25,0.42,9.6,slightly dissatisfied,red
4396,2023-10-15,7.1,0.17,0.4,14.55,0.047,47,156,0.99945,3.34,0.78,9.1,neutral,white
4397,2023-06-07,8.2,0.24,0.34,5.1,0.062,8,22,0.9974,3.22,0.94,10.9,neutral,red
4398,2023-12-11,8.3,0.615,0.22,2.6,0.087,6,19,0.9982,3.26,0.61,9.3,slightly dissatisfied,red
4399,2022-07-13,6.5,0.28,0.27,5.2,0.04,44,179,0.9948,3.19,0.69,9.4,neutral,white
4400,2024-08-20,7.3,0.21,0.21,1.6,0.046,35,133,0.99466,3.38,0.46,10,neutral,white
4401,2023-11-11,9.1,0.22,0.24,2.1,0.078,1,28,0.999,3.41,0.87,10.3,neutral,red
4402,2024-04-24,7.8,0.735,0.08,2.4,0.092,10,41,0.9974,3.24,0.71,9.8,neutral,red
4403,2023-11-25,7.9,0.4,0.29,1.8,0.157,1,44,0.9973,3.3,0.92,9.5,neutral,red
4404,2022-02-18,7.1,0.27,0.6,2.1,0.074,17,25,0.99814,3.38,0.72,10.6,neutral,red
4405,2022-02-09,5.7,0.28,0.28,2.2,0.019,15,65,0.9902,3.06,0.52,11.2,neutral,white
4406,2024-11-14,6.6,0.22,0.29,14.4,0.046,39,118,0.99834,3.05,0.5,9.1,neutral,white
4407,2024-08-28,8,0.37,0.32,1.6,0.04,32,166,0.992,3,0.55,11.3,slightly satisfied,white
4408,2023-05-08,6.1,0.18,0.36,2,0.038,20,249.5,0.9923,3.37,0.79,11.3,neutral,white
4409,2022-05-05,7.3,0.28,0.54,12.9,0.049,62,162.5,0.9984,3.06,0.45,9.1,neutral,white
4410,2022-02-08,6.6,0.36,0.29,1.6,0.021,24,85,0.98965,3.41,0.61,12.4,extremly satisfied,white
4411,2022-02-09,6.3,0.43,0.32,8.8,0.042,18,106,0.99172,3.28,0.33,12.9,slightly satisfied,white
4412,2024-10-30,6.6,0.25,0.34,3,0.054,22,141,0.99338,3.26,0.47,10.4,neutral,white
4413,2022-09-18,8.8,0.27,0.39,2,0.1,20,27,0.99546,3.15,0.69,11.2,neutral,red
4414,2022-12-07,6.8,0.26,0.24,7.8,0.052,54,214,0.9961,3.13,0.47,8.9,slightly dissatisfied,white
4415,2022-10-30,7.2,0.585,0.2,10.4,0.086,17,94,0.99681,3.13,0.4,9.4,slightly dissatisfied,white
4416,2022-03-25,6.2,0.22,0.27,1.5,0.064,20,132,0.9938,3.22,0.46,9.2,neutral,white
4417,2024-09-24,5.7,0.12,0.26,5.5,0.034,21,99,0.99324,3.09,0.57,9.9,neutral,white
4418,2024-09-28,7.1,0.2,0.36,11.6,0.042,45,124,0.997,2.92,0.59,9.5,slightly satisfied,white
4419,2023-05-14,6.8,0.34,0.27,5.2,0.06,14,169,0.99252,3.27,0.57,11.6,neutral,white
4420,2022-02-11,6.6,0.735,0.02,7.9,0.122,68,124,0.9994,3.47,0.53,9.9,slightly dissatisfied,red
4421,2024-11-12,7.4,0.25,0.37,6.9,0.02,14,93,0.9939,3,0.48,10.7,slightly satisfied,white
4422,2023-07-27,7.3,0.145,0.33,1.1,0.042,14,64,0.99012,3.1,0.37,11.8,slightly satisfied,white
4423,2022-11-23,8.6,0.37,0.65,6.4,0.08,3,8,0.99817,3.27,0.58,11,slightly dissatisfied,red
4424,2022-10-05,6.5,0.28,0.29,2.7,0.038,26,107,0.9912,3.32,0.41,11.6,slightly satisfied,white
4425,2023-08-14,7.8,0.21,0.34,11.9,0.039,55,140,0.9959,3.02,0.31,10.3,neutral,white
4426,2022-11-25,7.5,0.24,0.29,1.1,0.046,34,84,0.9902,3.04,0.39,11.45,neutral,white
4427,2022-03-21,9.2,0.16,0.49,2,0.044,18,107,0.99514,3.1,0.53,10.2,moderately dissatisfied,white
4428,2022-05-24,6.3,0.6,0.1,1.6,0.048,12,26,0.99306,3.55,0.51,12.1,slightly dissatisfied,red
4429,2024-12-01,6,0.17,0.29,5,0.028,25,108,0.99076,3.14,0.34,12.3,neutral,white
4430,2022-03-03,7.7,0.28,0.58,12.1,0.046,60,177,0.9983,3.08,0.46,8.9,slightly dissatisfied,white
4431,2022-10-04,7.8,0.53,0.33,2.4,0.08,24,144,0.99655,3.3,0.6,9.5,slightly dissatisfied,red
4432,2024-11-10,8.3,0.42,0.62,19.25,0.04,41,172,1.0002,2.98,0.67,9.7,slightly dissatisfied,white
4433,2022-09-02,8.1,0.29,0.49,7.1,0.042,22,124,0.9944,3.14,0.41,10.8,neutral,white
4434,2024-05-31,6.4,0.32,0.23,16.2,0.055,36,176,0.9986,3.26,0.54,9.1,slightly dissatisfied,white
4435,2023-08-10,6.3,0.28,0.29,6.8,0.051,40,143,0.99374,3.43,0.59,11,neutral,white
4436,2023-09-26,7,0.3,0.51,13.6,0.05,40,168,0.9976,3.07,0.52,9.6,slightly satisfied,white
